article,rrc,rrc_adjusted,sell_price,commission_rate,commission,margin_vs_rrc
Q45510,7189.0,7189.0,8170,0.12,980.4,0.6
Q45511,7189.0,7189.0,8170,0.12,980.4,0.6
Q45516,7189.0,7189.0,8170,0.12,980.4,0.6
Q45517,7189.0,7189.0,8170,0.12,980.4,0.6
Q45519,7189.0,7189.0,8170,0.12,980.4,0.6
Q45521,7189.0,7189.0,8170,0.12,980.4,0.6
Q45522,7189.0,7189.0,8170,0.12,980.4,0.6
Q45527,7189.0,7189.0,8170,0.12,980.4,0.6
Q45534,7189.0,7189.0,8170,0.12,980.4,0.6
Q45540,7189.0,7189.0,8170,0.12,980.4,0.6
Q45543,7189.0,7189.0,8170,0.12,980.4,0.6
Q45544,7189.0,7189.0,8170,0.12,980.4,0.6
Q45545,7189.0,7189.0,8170,0.12,980.4,0.6
Q45546,7189.0,7189.0,8170,0.12,980.4,0.6
Q45547,7189.0,7189.0,8170,0.12,980.4,0.6
Q45560,7189.0,7189.0,8170,0.12,980.4,0.6
Q45561,7189.0,7189.0,8170,0.12,980.4,0.6
Q45563,7189.0,7189.0,8170,0.12,980.4,0.6
Q45567,7189.0,7189.0,8170,0.12,980.4,0.6
Q45568,7189.0,7189.0,8170,0.12,980.4,0.6
Q45578,7189.0,7189.0,8170,0.12,980.4,0.6
Q45579,7189.0,7189.0,8170,0.12,980.4,0.6
Q45585,7189.0,7189.0,8170,0.12,980.4,0.6
Q45589,7189.0,7189.0,8170,0.12,980.4,0.6
Q45600,7189.0,7189.0,8170,0.12,980.4,0.6
Q45604,7189.0,7189.0,8170,0.12,980.4,0.6
Q45607,7189.0,7189.0,8170,0.12,980.4,0.6
Q45611,7189.0,7189.0,8170,0.12,980.4,0.6
Q45621,7189.0,7189.0,8170,0.12,980.4,0.6
Q45622,7189.0,7189.0,8170,0.12,980.4,0.6
Q45629,7189.0,7189.0,8170,0.12,980.4,0.6
Q45631,7189.0,7189.0,8170,0.12,980.4,0.6
Q45651,7189.0,7189.0,8170,0.12,980.4,0.6
Q45652,7189.0,7189.0,8170,0.12,980.4,0.6
Q45663,7189.0,7189.0,8170,0.12,980.4,0.6
Q45670,7189.0,7189.0,8170,0.12,980.4,0.6
Q45679,7189.0,7189.0,8170,0.12,980.4,0.6
Q45685,7189.0,7189.0,8170,0.12,980.4,0.6
Q45694,7189.0,7189.0,8170,0.12,980.4,0.6
Q45698,7189.0,7189.0,8170,0.12,980.4,0.6
Q45699,7189.0,7189.0,8170,0.12,980.4,0.6
Q45700,7189.0,7189.0,8170,0.12,980.4,0.6
Q45705,7189.0,7189.0,8170,0.12,980.4,0.6
Q45707,7189.0,7189.0,8170,0.12,980.4,0.6
Q45708,7189.0,7189.0,8170,0.12,980.4,0.6
Q45709,7189.0,7189.0,8170,0.12,980.4,0.6
Q45711,7189.0,7189.0,8170,0.12,980.4,0.6
Q45714,7189.0,7189.0,8170,0.12,980.4,0.6
Q45719,7189.0,7189.0,8170,0.12,980.4,0.6
Q45720,7189.0,7189.0,8170,0.12,980.4,0.6
Q45722,7189.0,7189.0,8170,0.12,980.4,0.6
Q45723,7189.0,7189.0,8170,0.12,980.4,0.6
Q45725,7189.0,7189.0,8170,0.12,980.4,0.6
Q45755,7189.0,7189.0,8170,0.12,980.4,0.6
Q45760,7189.0,7189.0,8170,0.12,980.4,0.6
Q45772,7189.0,7189.0,8170,0.12,980.4,0.6
Q45775,7189.0,7189.0,8170,0.12,980.4,0.6
Q45784,7189.0,7189.0,8170,0.12,980.4,0.6
Q45791,7189.0,7189.0,8170,0.12,980.4,0.6
Q45792,7189.0,7189.0,8170,0.12,980.4,0.6
Q68317,7189.0,7189.0,8170,0.12,980.4,0.6
Q45276,7144.0,7144.0,8120,0.12,974.4,1.6
Q45291,7144.0,7144.0,8120,0.12,974.4,1.6
Q45298,7144.0,7144.0,8120,0.12,974.4,1.6
Q45304,7144.0,7144.0,8120,0.12,974.4,1.6
Q45306,7144.0,7144.0,8120,0.12,974.4,1.6
Q45335,7144.0,7144.0,8120,0.12,974.4,1.6
Q45344,7144.0,7144.0,8120,0.12,974.4,1.6
Q45345,7144.0,7144.0,8120,0.12,974.4,1.6
Q45365,7144.0,7144.0,8120,0.12,974.4,1.6
Q45366,7144.0,7144.0,8120,0.12,974.4,1.6
Q45370,7144.0,7144.0,8120,0.12,974.4,1.6
Q45376,7144.0,7144.0,8120,0.12,974.4,1.6
Q45378,7144.0,7144.0,8120,0.12,974.4,1.6
Q45382,7144.0,7144.0,8120,0.12,974.4,1.6
Q45398,7144.0,7144.0,8120,0.12,974.4,1.6
Q45399,7144.0,7144.0,8120,0.12,974.4,1.6
Q45406,7144.0,7144.0,8120,0.12,974.4,1.6
Q45410,7144.0,7144.0,8120,0.12,974.4,1.6
Q45411,7144.0,7144.0,8120,0.12,974.4,1.6
Q45413,7144.0,7144.0,8120,0.12,974.4,1.6
Q45414,7144.0,7144.0,8120,0.12,974.4,1.6
Q45420,7144.0,7144.0,8120,0.12,974.4,1.6
Q45422,7144.0,7144.0,8120,0.12,974.4,1.6
Q45429,7144.0,7144.0,8120,0.12,974.4,1.6
Q45438,7144.0,7144.0,8120,0.12,974.4,1.6
Q45443,7144.0,7144.0,8120,0.12,974.4,1.6
Q45453,7144.0,7144.0,8120,0.12,974.4,1.6
Q45456,7144.0,7144.0,8120,0.12,974.4,1.6
Q45457,7144.0,7144.0,8120,0.12,974.4,1.6
Q45462,7144.0,7144.0,8120,0.12,974.4,1.6
Q45486,7144.0,7144.0,8120,0.12,974.4,1.6
Q45493,7144.0,7144.0,8120,0.12,974.4,1.6
Q45495,7144.0,7144.0,8120,0.12,974.4,1.6
Q45496,7144.0,7144.0,8120,0.12,974.4,1.6
Q45497,7144.0,7144.0,8120,0.12,974.4,1.6
Q45500,7144.0,7144.0,8120,0.12,974.4,1.6
Q45501,7144.0,7144.0,8120,0.12,974.4,1.6
Q45503,7144.0,7144.0,8120,0.12,974.4,1.6
Q45508,7144.0,7144.0,8120,0.12,974.4,1.6
Q45530,7144.0,7144.0,8120,0.12,974.4,1.6
Q45531,7144.0,7144.0,8120,0.12,974.4,1.6
Q45533,7144.0,7144.0,8120,0.12,974.4,1.6
Q45538,7144.0,7144.0,8120,0.12,974.4,1.6
Q45542,7144.0,7144.0,8120,0.12,974.4,1.6
Q45548,7144.0,7144.0,8120,0.12,974.4,1.6
Q45557,7144.0,7144.0,8120,0.12,974.4,1.6
Q45559,7144.0,7144.0,8120,0.12,974.4,1.6
Q45565,7144.0,7144.0,8120,0.12,974.4,1.6
Q45569,7144.0,7144.0,8120,0.12,974.4,1.6
Q45570,7144.0,7144.0,8120,0.12,974.4,1.6
Q45573,7144.0,7144.0,8120,0.12,974.4,1.6
Q45575,7144.0,7144.0,8120,0.12,974.4,1.6
Q45582,7144.0,7144.0,8120,0.12,974.4,1.6
Q45584,7144.0,7144.0,8120,0.12,974.4,1.6
Q45586,7144.0,7144.0,8120,0.12,974.4,1.6
Q45590,7144.0,7144.0,8120,0.12,974.4,1.6
Q45594,7144.0,7144.0,8120,0.12,974.4,1.6
Q45605,7144.0,7144.0,8120,0.12,974.4,1.6
Q45660,7144.0,7144.0,8120,0.12,974.4,1.6
Q45661,7144.0,7144.0,8120,0.12,974.4,1.6
Q45668,7144.0,7144.0,8120,0.12,974.4,1.6
Q45671,7144.0,7144.0,8120,0.12,974.4,1.6
Q45676,7144.0,7144.0,8120,0.12,974.4,1.6
Q45677,7144.0,7144.0,8120,0.12,974.4,1.6
Q45681,7144.0,7144.0,8120,0.12,974.4,1.6
Q45690,7144.0,7144.0,8120,0.12,974.4,1.6
Q45712,7144.0,7144.0,8120,0.12,974.4,1.6
Q45730,7144.0,7144.0,8120,0.12,974.4,1.6
Q45731,7144.0,7144.0,8120,0.12,974.4,1.6
Q45732,7144.0,7144.0,8120,0.12,974.4,1.6
Q45747,7144.0,7144.0,8120,0.12,974.4,1.6
Q45754,7144.0,7144.0,8120,0.12,974.4,1.6
Q45757,7144.0,7144.0,8120,0.12,974.4,1.6
Q45761,7144.0,7144.0,8120,0.12,974.4,1.6
Q45762,7144.0,7144.0,8120,0.12,974.4,1.6
Q45767,7144.0,7144.0,8120,0.12,974.4,1.6
Q45770,7144.0,7144.0,8120,0.12,974.4,1.6
Q45783,7144.0,7144.0,8120,0.12,974.4,1.6
Q45786,7144.0,7144.0,8120,0.12,974.4,1.6
Q45795,7144.0,7144.0,8120,0.12,974.4,1.6
Q68731,7144.0,7144.0,8120,0.12,974.4,1.6
Q45274,7098.0,7098.0,8070,0.12,968.4,3.6
Q45275,7098.0,7098.0,8070,0.12,968.4,3.6
Q45280,7098.0,7098.0,8070,0.12,968.4,3.6
Q45313,7098.0,7098.0,8070,0.12,968.4,3.6
Q45314,7098.0,7098.0,8070,0.12,968.4,3.6
Q45340,7098.0,7098.0,8070,0.12,968.4,3.6
Q45342,7098.0,7098.0,8070,0.12,968.4,3.6
Q45355,7098.0,7098.0,8070,0.12,968.4,3.6
Q45372,7098.0,7098.0,8070,0.12,968.4,3.6
Q45373,7098.0,7098.0,8070,0.12,968.4,3.6
Q45374,7098.0,7098.0,8070,0.12,968.4,3.6
Q45380,7098.0,7098.0,8070,0.12,968.4,3.6
Q45392,7098.0,7098.0,8070,0.12,968.4,3.6
Q45397,7098.0,7098.0,8070,0.12,968.4,3.6
Q45401,7098.0,7098.0,8070,0.12,968.4,3.6
Q45403,7098.0,7098.0,8070,0.12,968.4,3.6
Q45407,7098.0,7098.0,8070,0.12,968.4,3.6
Q45421,7098.0,7098.0,8070,0.12,968.4,3.6
Q45426,7098.0,7098.0,8070,0.12,968.4,3.6
Q45452,7098.0,7098.0,8070,0.12,968.4,3.6
Q45478,7098.0,7098.0,8070,0.12,968.4,3.6
Q45481,7098.0,7098.0,8070,0.12,968.4,3.6
Q45482,7098.0,7098.0,8070,0.12,968.4,3.6
Q45483,7098.0,7098.0,8070,0.12,968.4,3.6
Q45502,7098.0,7098.0,8070,0.12,968.4,3.6
Q45504,7098.0,7098.0,8070,0.12,968.4,3.6
Q45524,7098.0,7098.0,8070,0.12,968.4,3.6
Q45525,7098.0,7098.0,8070,0.12,968.4,3.6
Q45526,7098.0,7098.0,8070,0.12,968.4,3.6
Q45535,7098.0,7098.0,8070,0.12,968.4,3.6
Q45536,7098.0,7098.0,8070,0.12,968.4,3.6
Q45549,7098.0,7098.0,8070,0.12,968.4,3.6
Q45551,7098.0,7098.0,8070,0.12,968.4,3.6
Q45558,7098.0,7098.0,8070,0.12,968.4,3.6
Q45571,7098.0,7098.0,8070,0.12,968.4,3.6
Q45576,7098.0,7098.0,8070,0.12,968.4,3.6
Q45665,7098.0,7098.0,8070,0.12,968.4,3.6
Q45691,7098.0,7098.0,8070,0.12,968.4,3.6
Q45734,7098.0,7098.0,8070,0.12,968.4,3.6
Q45737,7098.0,7098.0,8070,0.12,968.4,3.6
Q45739,7098.0,7098.0,8070,0.12,968.4,3.6
Q45740,7098.0,7098.0,8070,0.12,968.4,3.6
Q45741,7098.0,7098.0,8070,0.12,968.4,3.6
Q45763,7098.0,7098.0,8070,0.12,968.4,3.6
Q45774,7098.0,7098.0,8070,0.12,968.4,3.6
Q45777,7098.0,7098.0,8070,0.12,968.4,3.6
Q45787,7098.0,7098.0,8070,0.12,968.4,3.6
Q45798,7098.0,7098.0,8070,0.12,968.4,3.6
Q45800,7098.0,7098.0,8070,0.12,968.4,3.6
Q45801,7098.0,7098.0,8070,0.12,968.4,3.6
Q45802,7098.0,7098.0,8070,0.12,968.4,3.6
Q45408,7053.0,7053.0,8020,0.12,962.4,4.6
Q45409,7053.0,7053.0,8020,0.12,962.4,4.6
Q45498,7053.0,7053.0,8020,0.12,962.4,4.6
Q45499,7053.0,7053.0,8020,0.12,962.4,4.6
Q45539,7053.0,7053.0,8020,0.12,962.4,4.6
Q45572,7053.0,7053.0,8020,0.12,962.4,4.6
Q45598,7053.0,7053.0,8020,0.12,962.4,4.6
Q45733,7053.0,7053.0,8020,0.12,962.4,4.6
Q45738,7053.0,7053.0,8020,0.12,962.4,4.6
Q45758,7053.0,7053.0,8020,0.12,962.4,4.6
Q45771,7053.0,7053.0,8020,0.12,962.4,4.6
Q45785,7053.0,7053.0,8020,0.12,962.4,4.6
Q45788,7053.0,7053.0,8020,0.12,962.4,4.6
Q45799,7053.0,7053.0,8020,0.12,962.4,4.6
Q45803,7053.0,7053.0,8020,0.12,962.4,4.6
QBR-K 0553-39,7053.0,7053.0,8020,0.12,962.4,4.6
QBR-K 0549-39,7053.0,7053.0,8020,0.12,962.4,4.6
QBR-K 6327-82,7053.0,7053.0,8020,0.12,962.4,4.6
QBR-KH 3822-39,7053.0,7053.0,8020,0.12,962.4,4.6
Q45804,7007.0,7007.0,7970,0.12,956.4,6.6
QBR-K 3823-39,6962.0,6962.0,7920,0.12,950.4,7.6
Q65623,6962.0,6962.0,7920,0.12,950.4,7.6
Q68751,6871.0,6871.0,7810,0.12,937.2,1.8
QBR-K 8023-39,6825.0,6825.0,7760,0.12,931.2,3.8
QIV-Q1+-9,6825.0,6825.0,7760,0.12,931.2,3.8
QIV-Q1+-10,6825.0,6825.0,7760,0.12,931.2,3.8
QBR-K 0534-39,6825.0,6825.0,7760,0.12,931.2,3.8
QBR-KH 0410-83,6825.0,6825.0,7760,0.12,931.2,3.8
QBR-KH 0411-83,6825.0,6825.0,7760,0.12,931.2,3.8
QIV-Q1+-7-UNI,6825.0,6825.0,7760,0.12,931.2,3.8
QBR-KH 3216-12,6825.0,6825.0,7760,0.12,931.2,3.8
QBR-KH 3217-12,6825.0,6825.0,7760,0.12,931.2,3.8
QBR-FH 0710-49,6825.0,6825.0,7760,0.12,931.2,3.8
QBR-K 7015-67,6643.0,6643.0,7550,0.12,906.0,1.0
QBR-A 4107,6598.0,6598.0,7500,0.12,900.0,2.0
QBR-A 4000,6598.0,6598.0,7500,0.12,900.0,2.0
QBR-FH 3301-68,6598.0,6598.0,7500,0.12,900.0,2.0
QBR-KH 3214-12,6598.0,6598.0,7500,0.12,900.0,2.0
QBR-FH 2610-68,6598.0,6598.0,7500,0.12,900.0,2.0
Q64687,6461.0,6461.0,7350,0.12,882.0,7.0
FL9 6K,6825.0,6825.0,7340,0.07,513.8,1.2
FL9+ 3K,6825.0,6825.0,7340,0.07,513.8,1.2
Q65197,6416.0,6416.0,7300,0.12,876.0,8.0
FL9 3K,6370.0,6370.0,7240,0.12,868.8,1.2
QBR-K 0535-39,6370.0,6370.0,7240,0.12,868.8,1.2
QBR-K 9044-30,6370.0,6370.0,7240,0.12,868.8,1.2
QBR-FH 6101-68,6370.0,6370.0,7240,0.12,868.8,1.2
QBR-FH 0709-49,6370.0,6370.0,7240,0.12,868.8,1.2
QBR-FH 0448-68,6370.0,6370.0,7240,0.12,868.8,1.2
QBR-FH 2304-68,6370.0,6370.0,7240,0.12,868.8,1.2
QBR-FH 0454-68,6370.0,6370.0,7240,0.12,868.8,1.2
QBR-FH 0454-68A,6370.0,6370.0,7240,0.12,868.8,1.2
QBR-K 8000-75,6234.0,6234.0,7090,0.12,850.8,5.2
Q68666,6188.0,6188.0,7040,0.12,844.8,7.2
Q68667,6188.0,6188.0,7040,0.12,844.8,7.2
LX0609,6143.0,6143.0,6990,0.12,838.8,8.2
Q64628,6143.0,6143.0,6990,0.12,838.8,8.2
Q64629,6143.0,6143.0,6990,0.12,838.8,8.2
Q64688,6143.0,6143.0,6990,0.12,838.8,8.2
Q64691,6143.0,6143.0,6990,0.12,838.8,8.2
QBR-FH 3910-01,6143.0,6143.0,6990,0.12,838.8,8.2
Q68672,6143.0,6143.0,6990,0.12,838.8,8.2
Q68673,6143.0,6143.0,6990,0.12,838.8,8.2
QBR-A 0376A,6143.0,6143.0,6990,0.12,838.8,8.2
QBR-K 9005-83,6143.0,6143.0,6990,0.12,838.8,8.2
QBR-FH 0708-68,6143.0,6143.0,6990,0.12,838.8,8.2
QBR-FH 0606-68,6143.0,6143.0,6990,0.12,838.8,8.2
QBR-FH 2305-68,6143.0,6143.0,6990,0.12,838.8,8.2
QBR-FH 2306-68,6143.0,6143.0,6990,0.12,838.8,8.2
QBR-FH 0453-68,6143.0,6143.0,6990,0.12,838.8,8.2
Q64626,6097.0,6097.0,6930,0.12,831.6,1.4
Q64627,6097.0,6097.0,6930,0.12,831.6,1.4
Q64901,6097.0,6097.0,6930,0.12,831.6,1.4
Q64902,6097.0,6097.0,6930,0.12,831.6,1.4
Q64614,6052.0,6052.0,6880,0.12,825.6,2.4
QBR-K 8010-75,6006.0,6006.0,6830,0.12,819.6,4.4
Q64921,6006.0,6006.0,6830,0.12,819.6,4.4
Q64922,6006.0,6006.0,6830,0.12,819.6,4.4
TY0587,5915.0,5915.0,6730,0.12,807.6,7.4
QBR-A 4060A,5915.0,5915.0,6730,0.12,807.6,7.4
QBR-K 04119-68,5915.0,5915.0,6730,0.12,807.6,7.4
Q68743,5915.0,5915.0,6730,0.12,807.6,7.4
QBR-A 0383A,5915.0,5915.0,6730,0.12,807.6,7.4
QBR-A 0384A,5915.0,5915.0,6730,0.12,807.6,7.4
QBR-A 0379A,5915.0,5915.0,6730,0.12,807.6,7.4
QBR-FH 3303-68,5915.0,5915.0,6730,0.12,807.6,7.4
QBR-FH 3304-68,5915.0,5915.0,6730,0.12,807.6,7.4
QBR-FH 3916-68,5915.0,5915.0,6730,0.12,807.6,7.4
QBR-FH 0505-83,5915.0,5915.0,6730,0.12,807.6,7.4
QBR-FH 0105-68,5915.0,5915.0,6730,0.12,807.6,7.4
QBR-FH 0447-68,5915.0,5915.0,6730,0.12,807.6,7.4
QBR-FH 0452-68,5915.0,5915.0,6730,0.12,807.6,7.4
Q65198,5870.0,5870.0,6680,0.12,801.6,8.4
Q65399,5870.0,5870.0,6680,0.12,801.6,8.4
Q65401,5870.0,5870.0,6680,0.12,801.6,8.4
Q64751,5824.0,5824.0,6620,0.12,794.4,1.6
Q G8 (під VW),5824.0,5824.0,6620,0.12,794.4,1.6
Q68223,5824.0,5824.0,6620,0.12,794.4,1.6
Q68453,5824.0,5824.0,6620,0.12,794.4,1.6
Q68703,5824.0,5824.0,6620,0.12,794.4,1.6
Q65116,5779.0,5779.0,6570,0.12,788.4,2.6
Q65179,5779.0,5779.0,6570,0.12,788.4,2.6
Q68738,5779.0,5779.0,6570,0.12,788.4,2.6
Q68741,5779.0,5779.0,6570,0.12,788.4,2.6
Q68744,5779.0,5779.0,6570,0.12,788.4,2.6
Q68745,5779.0,5779.0,6570,0.12,788.4,2.6
Q68746,5779.0,5779.0,6570,0.12,788.4,2.6
Q68747,5779.0,5779.0,6570,0.12,788.4,2.6
Q68750,5779.0,5779.0,6570,0.12,788.4,2.6
Q68686,5733.0,5733.0,6520,0.12,782.4,4.6
Q65115,5688.0,5688.0,6470,0.12,776.4,5.6
Q G6 (під VW),5642.0,5642.0,6420,0.12,770.4,7.6
Q G7 (під VW),5642.0,5642.0,6420,0.12,770.4,7.6
Q B8 (під VW),5642.0,5642.0,6420,0.12,770.4,7.6
Q68839,5551.0,5551.0,6310,0.12,757.2,1.8
Q64908,5460.0,5460.0,6210,0.12,745.2,4.8
QBR-FH 0408-68,5460.0,5460.0,6210,0.12,745.2,4.8
QBR-FH 0416-68A,5460.0,5460.0,6210,0.12,745.2,4.8
Q64906,5415.0,5415.0,6160,0.12,739.2,5.8
Q64913,5415.0,5415.0,6160,0.12,739.2,5.8
Q64914,5415.0,5415.0,6160,0.12,739.2,5.8
Q68220,5415.0,5415.0,6160,0.12,739.2,5.8
Q68676,5415.0,5415.0,6160,0.12,739.2,5.8
QCVBU 4089 MB 05,5369.0,5369.0,6110,0.12,733.2,7.8
QBR-K 4114-39,5369.0,5369.0,6110,0.12,733.2,7.8
Q64911,5369.0,5369.0,6110,0.12,733.2,7.8
Q64912,5369.0,5369.0,6110,0.12,733.2,7.8
Q68695,5369.0,5369.0,6110,0.12,733.2,7.8
QBR-K 0545-39,5324.0,5324.0,6050,0.12,726.0,0.0
QBR-K 0546-39,5324.0,5324.0,6050,0.12,726.0,0.0
QBR-K 0548-39,5324.0,5324.0,6050,0.12,726.0,0.0
QBR-K 3907-82,5324.0,5324.0,6050,0.12,726.0,0.0
QBR-K 3913-82,5324.0,5324.0,6050,0.12,726.0,0.0
QBR-K 8018-39,5324.0,5324.0,6050,0.12,726.0,0.0
Q64630,5324.0,5324.0,6050,0.12,726.0,0.0
Q68474,5324.0,5324.0,6050,0.12,726.0,0.0
Q68678,5324.0,5324.0,6050,0.12,726.0,0.0
Q68705,5324.0,5324.0,6050,0.12,726.0,0.0
QCVBU 4089 FD 02,5278.0,5278.0,6000,0.12,720.0,2.0
QBR-K 7012-56,5233.0,5233.0,6000,0.12,720.0,47.0
QBR-K 0551-39,4914.0,4914.0,6000,0.12,720.0,366.0
QBR-K 2319-65,5233.0,5233.0,6000,0.12,720.0,47.0
QBR-K 6619-39,4960.0,4960.0,6000,0.12,720.0,320.0
QBR-K 6620-39,4960.0,4960.0,6000,0.12,720.0,320.0
QBR-K 8016-75,5233.0,5233.0,6000,0.12,720.0,47.0
QBR-A 4060,5005.0,5005.0,6000,0.12,720.0,275.0
QBR-A 4111,5005.0,5005.0,6000,0.12,720.0,275.0
QBR-A 4157,5005.0,5005.0,6000,0.12,720.0,275.0
Q64692,4914.0,4914.0,6000,0.12,720.0,366.0
JP2353,5005.0,5005.0,6000,0.12,720.0,275.0
QBR-K 1115-36,5005.0,5005.0,6000,0.12,720.0,275.0
QBR-K 8008-68,5005.0,5005.0,6000,0.12,720.0,275.0
QBR-K 0622-68,5005.0,5005.0,6000,0.12,720.0,275.0
QBR-K 0623-68,5005.0,5005.0,6000,0.12,720.0,275.0
QBR-K 9045-30,5005.0,5005.0,6000,0.12,720.0,275.0
QBR-K 1125-65A,5096.0,5096.0,6000,0.12,720.0,184.0
Q68609,4914.0,4914.0,6000,0.12,720.0,366.0
Q68680,5278.0,5278.0,6000,0.12,720.0,2.0
Q68682,5278.0,5278.0,6000,0.12,720.0,2.0
Q68684,5278.0,5278.0,6000,0.12,720.0,2.0
Q68687,5278.0,5278.0,6000,0.12,720.0,2.0
Q68689,5278.0,5278.0,6000,0.12,720.0,2.0
Q68691,5278.0,5278.0,6000,0.12,720.0,2.0
Q68693,5278.0,5278.0,6000,0.12,720.0,2.0
Q68697,5278.0,5278.0,6000,0.12,720.0,2.0
Q68699,5278.0,5278.0,6000,0.12,720.0,2.0
Q68701,5278.0,5278.0,6000,0.12,720.0,2.0
QBR-KH 1102-49,5233.0,5233.0,6000,0.12,720.0,47.0
QBR-FH 1104-02,5233.0,5233.0,6000,0.12,720.0,47.0
QIV-Q1-9-2_64,5005.0,5005.0,6000,0.12,720.0,275.0
QIV-Q1-10-2_64,5005.0,5005.0,6000,0.12,720.0,275.0
QBR-FH 0321-68,5233.0,5233.0,6000,0.12,720.0,47.0
QBR-FH 0418-68A,5233.0,5233.0,6000,0.12,720.0,47.0
E7,5551.0,5551.0,5970,0.07,417.9,1.1
Q64421,4869.0,4869.0,5940,0.18,1069.2,1.8
Q64689,4869.0,4869.0,5940,0.18,1069.2,1.8
QBR-K 0374-37,4778.0,4778.0,5830,0.18,1049.4,2.6
QBR-KH 1110-68,4778.0,4778.0,5830,0.18,1049.4,2.6
QBR-K 1146-65,4732.0,4732.0,5780,0.18,1040.4,7.6
QBR-K 3818-39,4732.0,4732.0,5780,0.18,1040.4,7.6
QBR-K 3820-39,4732.0,4732.0,5780,0.18,1040.4,7.6
QBR-A 4115,4732.0,4732.0,5780,0.18,1040.4,7.6
QBR-K 3817-39,4687.0,4687.0,5720,0.18,1029.6,3.4
Q68465,4687.0,4687.0,5720,0.18,1029.6,3.4
Q65341,4596.0,4596.0,5610,0.18,1009.8,4.2
QIV-Q1-9-PremPack,4550.0,4550.0,5550,0.18,999.0,1.0
QIV-Q1-10-PremPack,4550.0,4550.0,5550,0.18,999.0,1.0
Q65153,4550.0,4550.0,5550,0.18,999.0,1.0
QBR-F 5001-68,4550.0,4550.0,5550,0.18,999.0,1.0
QBR-K 0777-39,4550.0,4550.0,5550,0.18,999.0,1.0
QBR-F 8010-68,4550.0,4550.0,5550,0.18,999.0,1.0
Q68838,4550.0,4550.0,5550,0.18,999.0,1.0
QBR-K 0536-39,4505.0,4505.0,5500,0.18,990.0,5.0
QBR-K 1035-26,4505.0,4505.0,5500,0.18,990.0,5.0
LX0608,4505.0,4505.0,5500,0.18,990.0,5.0
Q64686,4459.0,4459.0,5440,0.18,979.2,1.8
QBR-K 0165-65,4414.0,4414.0,5390,0.18,970.2,5.8
QBR-K 7013-68,4414.0,4414.0,5390,0.18,970.2,5.8
Q64419,4414.0,4414.0,5390,0.18,970.2,5.8
QBR-FH 3912-01,4414.0,4414.0,5390,0.18,970.2,5.8
HD0351A,4332.0,4332.0,5290,0.18,952.2,5.8
QBR-A 0018-36,4323.0,4323.0,5280,0.18,950.4,6.6
Q68222,4323.0,4323.0,5280,0.18,950.4,6.6
Q68430,4323.0,4323.0,5280,0.18,950.4,6.6
QBR-FH 1205-68,4323.0,4323.0,5280,0.18,950.4,6.6
QBR-FH 0400-10,4323.0,4323.0,5280,0.18,950.4,6.6
"Q17 2,5""",4869.0,4869.0,5240,0.07,366.8,4.2
Q65151,4277.0,4277.0,5220,0.18,939.6,3.4
QBR-WC 0430,4277.0,4277.0,5220,0.18,939.6,3.4
Q68219,4277.0,4277.0,5220,0.18,939.6,3.4
Q68221,4277.0,4277.0,5220,0.18,939.6,3.4
Q68226,4277.0,4277.0,5220,0.18,939.6,3.4
Q68227,4277.0,4277.0,5220,0.18,939.6,3.4
Q68677,4277.0,4277.0,5220,0.18,939.6,3.4
Q68739,4277.0,4277.0,5220,0.18,939.6,3.4
Q68742,4277.0,4277.0,5220,0.18,939.6,3.4
Q64776,4232.0,4232.0,5170,0.18,930.6,7.4
Q68224,4232.0,4232.0,5170,0.18,930.6,7.4
Q68225,4232.0,4232.0,5170,0.18,930.6,7.4
Q68428,4232.0,4232.0,5170,0.18,930.6,7.4
Q68429,4232.0,4232.0,5170,0.18,930.6,7.4
Q68436,4232.0,4232.0,5170,0.18,930.6,7.4
Q68696,4232.0,4232.0,5170,0.18,930.6,7.4
Q65146,4186.0,4186.0,5110,0.18,919.8,4.2
Q65147,4186.0,4186.0,5110,0.18,919.8,4.2
Q68473,4186.0,4186.0,5110,0.18,919.8,4.2
Q68475,4186.0,4186.0,5110,0.18,919.8,4.2
Q68665,4186.0,4186.0,5110,0.18,919.8,4.2
Q68679,4186.0,4186.0,5110,0.18,919.8,4.2
Q68706,4186.0,4186.0,5110,0.18,919.8,4.2
QBR-K 0334-63,4141.0,4141.0,5050,0.18,909.0,0.0
QBR-K 1125-36,4141.0,4141.0,5050,0.18,909.0,0.0
QBR-K 3822-39,4141.0,4141.0,5050,0.18,909.0,0.0
Q65144,4141.0,4141.0,5050,0.18,909.0,0.0
QBR-WC 0440,4141.0,4141.0,5050,0.18,909.0,0.0
Q68377,4141.0,4141.0,5050,0.18,909.0,0.0
Q68681,4141.0,4141.0,5050,0.18,909.0,0.0
Q68683,4141.0,4141.0,5050,0.18,909.0,0.0
Q68685,4141.0,4141.0,5050,0.18,909.0,0.0
Q68688,4141.0,4141.0,5050,0.18,909.0,0.0
Q68690,4141.0,4141.0,5050,0.18,909.0,0.0
Q68692,4141.0,4141.0,5050,0.18,909.0,0.0
Q68694,4141.0,4141.0,5050,0.18,909.0,0.0
Q68698,4141.0,4141.0,5050,0.18,909.0,0.0
Q68700,4141.0,4141.0,5050,0.18,909.0,0.0
Q68702,4141.0,4141.0,5050,0.18,909.0,0.0
Q68704,4141.0,4141.0,5050,0.18,909.0,0.0
